accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score,time_of_day,is_weekend_str
146,Kolkata,West Bengal,22.6483183536388,88.26536948139751,2022-05-06,00:00,0,Wednesday,0,urban,2,0,rain,low,15,high,poor road,fatal,1,0,0,,0.77,Night,Weekday
147,Chandigarh,Chandigarh,30.78189097988377,76.73701101699338,2024-07-31,20:00,20,Sunday,1,urban,2,0,clear,high,26,medium,poor road,minor,2,0,0,,0.33,Evening,Weekend
148,Bangalore,Karnataka,12.91141900294236,77.53677126195292,2023-10-19,17:00,17,Friday,0,urban,2,1,clear,high,30,high,overspeeding,fatal,3,2,0,,0.69,Evening,Weekday
149,Chandigarh,Chandigarh,30.75330646877052,76.74188374212402,2022-10-05,10:00,10,Friday,0,highway,2,1,clear,high,35,high,drunk driving,major,5,2,0,,0.58,Morning,Weekday
150,Mumbai,Maharashtra,18.9935536207246,72.94485524128848,2023-11-04,11:00,11,Saturday,1,urban,2,1,clear,high,29,medium,drunk driving,fatal,4,4,0,,0.57,Morning,Weekend
151,Pune,Maharashtra,18.458067406429148,73.94515281737829,2022-11-06,16:00,16,Sunday,1,highway,4,0,clear,high,33,medium,overspeeding,major,5,5,0,,0.54,Afternoon,Weekend
152,Pune,Maharashtra,18.5758042177196,73.83207934659603,2024-04-25,10:00,10,Sunday,1,urban,2,1,clear,high,25,low,weather,minor,1,1,0,,0.27,Morning,Weekend
153,Delhi,Delhi,28.578840061202936,77.25604943538127,2024-07-23,02:00,2,Thursday,0,urban,2,1,clear,high,26,high,overspeeding,major,5,0,0,,0.7,Night,Weekday
154,Delhi,Delhi,28.5307674462362,77.12212149704762,2022-12-23,05:00,5,Tuesday,0,urban,2,1,clear,high,33,high,drunk driving,minor,3,3,0,,0.55,Morning,Weekday
155,Hyderabad,Telangana,17.40625933975308,78.54342343633438,2022-03-28,00:00,0,Monday,0,urban,1,0,rain,low,35,high,overspeeding,major,2,2,1,,0.91,Night,Weekday
156,Kolkata,West Bengal,22.60286675028362,88.39831760483659,2023-02-04,06:00,6,Friday,0,urban,3,0,rain,medium,32,high,poor road,fatal,1,1,0,,0.54,Morning,Weekday
157,Kolkata,West Bengal,22.56564470859086,88.33825483527656,2024-09-15,01:00,1,Friday,0,urban,4,0,clear,high,19,medium,distraction,minor,4,2,0,,0.4,Night,Weekday
158,Bangalore,Karnataka,12.97986806532526,77.6784369393837,2023-02-25,14:00,14,Saturday,1,highway,2,1,clear,high,27,high,drunk driving,fatal,4,3,0,,0.74,Afternoon,Weekend
159,Delhi,Delhi,28.5283810487566,77.25095691798415,2025-01-09,21:00,21,Sunday,1,urban,3,0,rain,medium,33,low,poor road,minor,1,1,1,,0.48,Night,Weekend
160,Delhi,Delhi,28.66273436729422,77.2824549855154,2022-05-17,18:00,18,Monday,0,rural,2,0,clear,high,17,high,drunk driving,major,1,1,0,,0.8,Evening,Weekday
161,Bangalore,Karnataka,13.023088335702592,77.62976996832948,2025-01-31,04:00,4,Friday,0,highway,3,1,rain,low,35,medium,drunk driving,major,2,0,0,,0.88,Night,Weekday
162,Delhi,Delhi,28.621637261323947,77.14823376247291,2023-05-20,06:00,6,Saturday,1,highway,3,1,clear,high,19,medium,overspeeding,minor,5,1,0,,0.42,Morning,Weekend
163,Hyderabad,Telangana,17.334010235217747,78.5558757386678,2023-03-24,20:00,20,Monday,0,urban,3,1,clear,high,21,high,drunk driving,minor,5,5,1,,0.64,Evening,Weekday
164,Bangalore,Karnataka,12.878683016034032,77.58194622970588,2022-05-06,20:00,20,Wednesday,0,urban,2,1,clear,high,37,low,drunk driving,minor,4,0,0,,0.49,Evening,Weekday
165,Delhi,Delhi,28.570988394293494,77.14355879725923,2022-04-12,16:00,16,Saturday,1,urban,4,1,clear,high,17,high,weather,minor,4,3,0,,0.38,Afternoon,Weekend
166,Chennai,Tamil Nadu,13.155169596673367,80.23561118755455,2025-03-30,01:00,1,Sunday,1,urban,3,0,rain,medium,16,low,drunk driving,fatal,5,5,0,,0.84,Night,Weekend
167,Chennai,Tamil Nadu,13.175749247941097,80.35605498261181,2022-12-22,18:00,18,Saturday,1,rural,2,1,clear,high,33,medium,overspeeding,minor,5,5,1,,0.56,Evening,Weekend
168,Delhi,Delhi,28.584196160627865,77.15501469356997,2022-01-21,05:00,5,Saturday,1,urban,2,1,clear,high,29,low,overspeeding,major,2,1,1,,0.46,Morning,Weekend
169,Delhi,Delhi,28.53633844002809,77.28765645334815,2022-01-22,16:00,16,Monday,0,urban,4,1,clear,high,37,medium,distraction,minor,4,3,0,,0.26,Afternoon,Weekday
170,Delhi,Delhi,28.70292802510284,77.25707274481445,2022-09-18,23:00,23,Sunday,1,urban,3,1,clear,medium,38,medium,poor road,minor,4,4,0,,0.54,Night,Weekend
171,Chandigarh,Chandigarh,30.803525602635847,76.8442391022175,2022-09-02,01:00,1,Saturday,1,rural,2,1,clear,high,37,high,distraction,fatal,4,0,0,,0.78,Night,Weekend
172,Bangalore,Karnataka,13.002499313285586,77.64475663864737,2023-12-08,15:00,15,Friday,0,rural,2,0,rain,medium,19,high,poor road,minor,2,1,1,,0.46,Afternoon,Weekday
173,Bangalore,Karnataka,12.94364182378409,77.55552336090153,2023-08-24,18:00,18,Saturday,1,highway,3,1,fog,low,27,high,overspeeding,minor,5,1,0,,0.85,Evening,Weekend
174,Chennai,Tamil Nadu,13.141546265608332,80.23605592312406,2023-05-09,16:00,16,Friday,0,urban,3,0,clear,high,27,high,drunk driving,minor,4,0,0,,0.52,Afternoon,Weekday
175,Hyderabad,Telangana,17.373734823081755,78.39423553954222,2023-12-03,18:00,18,Thursday,0,urban,2,0,clear,medium,20,medium,overspeeding,minor,5,1,0,,0.54,Evening,Weekday
176,Delhi,Delhi,28.64029221502101,77.28983051935501,2024-04-09,19:00,19,Saturday,1,urban,4,0,clear,high,19,high,weather,minor,3,1,0,,0.45,Evening,Weekend
177,Chennai,Tamil Nadu,13.144353730254512,80.3079326586466,2024-11-11,01:00,1,Monday,0,urban,3,1,clear,high,39,high,overspeeding,major,5,0,0,,0.71,Night,Weekday
178,Hyderabad,Telangana,17.478916186577038,78.43847985781593,2023-04-30,02:00,2,Wednesday,0,highway,4,1,rain,medium,32,high,overspeeding,minor,1,0,0,,0.79,Night,Weekday
179,Chennai,Tamil Nadu,12.994460457711645,80.27913550894712,2022-01-31,04:00,4,Friday,0,rural,2,0,clear,high,20,medium,weather,minor,4,4,0,,0.45,Night,Weekday
180,Delhi,Delhi,28.57378541422912,77.28320750336657,2022-01-13,22:00,22,Saturday,1,highway,2,0,fog,low,20,high,overspeeding,major,2,0,1,,0.97,Night,Weekend
181,Delhi,Delhi,28.528203231306367,77.25975170961497,2023-03-28,02:00,2,Wednesday,0,urban,3,1,clear,high,33,low,drunk driving,major,5,2,0,,0.61,Night,Weekday
182,Chandigarh,Chandigarh,30.726581573085024,76.71228401570458,2023-10-10,00:00,0,Monday,0,highway,4,0,clear,high,39,medium,drunk driving,minor,5,0,0,,0.57,Night,Weekday
183,Hyderabad,Telangana,17.327036030920702,78.57603283618897,2022-07-11,20:00,20,Monday,0,highway,2,1,rain,medium,21,medium,overspeeding,minor,1,0,0,,0.58,Evening,Weekday
184,Delhi,Delhi,28.567585667990883,77.19670145584456,2024-08-19,08:00,8,Friday,0,urban,2,0,rain,low,23,high,drunk driving,minor,5,5,1,,0.72,Morning,Weekday
185,Mumbai,Maharashtra,18.984283405576747,72.9477373836965,2022-03-21,18:00,18,Monday,0,urban,3,1,fog,low,23,medium,overspeeding,minor,2,0,1,,0.62,Evening,Weekday
186,Pune,Maharashtra,18.603069331412687,73.90893098539705,2025-01-01,16:00,16,Wednesday,0,urban,3,0,clear,high,34,high,weather,minor,1,1,1,,0.32,Afternoon,Weekday
187,Mumbai,Maharashtra,19.089177449823207,72.84542056179758,2024-10-18,11:00,11,Saturday,1,urban,2,0,rain,medium,31,high,overspeeding,fatal,3,1,1,,0.71,Morning,Weekend
188,Mumbai,Maharashtra,19.01309091269617,72.92417204318754,2022-09-08,06:00,6,Wednesday,0,urban,2,0,clear,high,22,medium,overspeeding,fatal,5,4,0,,0.5,Morning,Weekday
189,Chennai,Tamil Nadu,12.999083322712288,80.36378632456328,2023-02-28,02:00,2,Sunday,1,rural,3,0,rain,medium,27,medium,drunk driving,major,1,0,1,,0.91,Night,Weekend
190,Mumbai,Maharashtra,18.98749858445122,72.96673802989444,2024-03-06,22:00,22,Friday,0,urban,3,1,rain,medium,36,high,distraction,minor,1,1,1,,0.56,Night,Weekday
191,Delhi,Delhi,28.62808229166632,77.21884165757274,2025-01-28,19:00,19,Friday,0,highway,3,1,clear,medium,16,low,overspeeding,major,5,1,1,,0.66,Evening,Weekday
192,Pune,Maharashtra,18.53876466109553,73.87301071981696,2024-04-23,02:00,2,Sunday,1,urban,3,1,fog,low,21,medium,overspeeding,minor,4,3,0,,0.76,Night,Weekend
193,Chennai,Tamil Nadu,12.986363907777084,80.33402827036521,2023-01-25,21:00,21,Monday,0,highway,3,1,fog,low,34,high,drunk driving,major,5,3,0,,0.95,Night,Weekday
194,Pune,Maharashtra,18.47433607789279,73.91590087583101,2024-07-13,05:00,5,Saturday,1,highway,4,0,clear,high,16,medium,overspeeding,major,3,2,1,,0.51,Morning,Weekend
195,Delhi,Delhi,28.7052404887571,77.2544487677191,2024-01-30,19:00,19,Sunday,1,highway,2,0,rain,low,17,high,weather,minor,2,1,0,,0.7,Evening,Weekend
196,Bangalore,Karnataka,12.936801446987774,77.59298480325735,2022-03-11,13:00,13,Friday,0,urban,2,0,rain,medium,20,medium,weather,minor,5,5,0,,0.26,Afternoon,Weekday
197,Chandigarh,Chandigarh,30.71972545484787,76.82754773085234,2022-11-04,04:00,4,Saturday,1,highway,3,1,rain,medium,36,low,overspeeding,fatal,2,2,0,,0.84,Night,Weekend
198,Delhi,Delhi,28.57649364856148,77.29923810848413,2022-10-21,05:00,5,Friday,0,urban,2,1,clear,high,36,high,weather,minor,3,2,0,,0.29,Morning,Weekday
199,Bangalore,Karnataka,13.050816841634092,77.61936157204202,2024-04-20,00:00,0,Sunday,1,urban,3,1,clear,high,40,high,weather,major,1,1,1,,0.53,Night,Weekend
200,Bangalore,Karnataka,13.025146366126856,77.57027130845547,2023-02-22,05:00,5,Wednesday,0,rural,2,0,clear,high,19,medium,distraction,minor,4,1,0,,0.35,Morning,Weekday
201,Delhi,Delhi,28.66185541092899,77.28236046789702,2023-01-28,05:00,5,Monday,0,urban,2,0,clear,high,27,high,weather,major,5,3,0,,0.36,Morning,Weekday
202,Hyderabad,Telangana,17.36031448417975,78.42271190814574,2025-03-03,19:00,19,Tuesday,0,urban,2,0,rain,low,22,high,overspeeding,fatal,2,1,0,,0.92,Evening,Weekday
203,Hyderabad,Telangana,17.341343305098775,78.48540796147654,2023-09-04,22:00,22,Saturday,1,highway,2,0,clear,high,34,high,drunk driving,fatal,5,1,1,,0.95,Night,Weekend
204,Delhi,Delhi,28.58482450143451,77.14427300912779,2022-05-07,01:00,1,Monday,0,highway,1,0,rain,medium,15,high,distraction,minor,5,4,1,,0.61,Night,Weekday
205,Bangalore,Karnataka,13.04383633987831,77.68351591537007,2024-04-07,09:00,9,Sunday,1,highway,3,1,clear,high,37,high,distraction,minor,3,3,1,,0.42,Morning,Weekend
206,Chennai,Tamil Nadu,13.167904433254892,80.36869418946785,2023-12-28,01:00,1,Monday,0,urban,3,1,clear,high,22,high,drunk driving,major,3,0,0,,0.77,Night,Weekday
207,Delhi,Delhi,28.61800911610146,77.2273982364583,2022-12-27,14:00,14,Saturday,1,rural,3,1,clear,high,34,high,overspeeding,fatal,4,0,0,,0.69,Afternoon,Weekend
208,Chennai,Tamil Nadu,12.996285413515936,80.29596107690195,2024-07-07,14:00,14,Sunday,1,highway,2,0,rain,medium,16,medium,overspeeding,minor,4,2,1,,0.53,Afternoon,Weekend
209,Kolkata,West Bengal,22.59847749448597,88.41108998393189,2023-09-10,05:00,5,Thursday,0,urban,4,0,rain,medium,19,high,distraction,minor,2,0,0,,0.44,Morning,Weekday
210,Mumbai,Maharashtra,19.107841841371968,72.84870345642992,2024-07-11,04:00,4,Saturday,1,highway,4,0,clear,high,22,high,drunk driving,fatal,3,0,1,,0.91,Night,Weekend
211,Bangalore,Karnataka,12.97697239011715,77.55208218802593,2023-09-11,18:00,18,Saturday,1,rural,2,0,clear,high,24,high,overspeeding,fatal,3,2,0,,0.82,Evening,Weekend
212,Delhi,Delhi,28.550022251928333,77.30669079890534,2024-05-06,04:00,4,Saturday,1,urban,2,1,clear,medium,31,low,drunk driving,major,2,0,0,,0.75,Night,Weekend
213,Delhi,Delhi,28.663356124388592,77.12369459121871,2022-12-17,03:00,3,Friday,0,urban,2,1,clear,high,22,medium,drunk driving,major,3,1,0,,0.67,Night,Weekday
214,Kolkata,West Bengal,22.61453624551786,88.41886441428181,2022-01-18,01:00,1,Saturday,1,highway,2,1,rain,medium,29,high,overspeeding,major,5,5,0,,0.92,Night,Weekend
215,Bangalore,Karnataka,12.936912953950518,77.6814980570037,2024-06-01,20:00,20,Monday,0,urban,3,1,clear,high,28,high,drunk driving,fatal,3,0,1,,0.76,Evening,Weekday
216,Hyderabad,Telangana,17.454013394022486,78.57652338783086,2024-11-27,04:00,4,Saturday,1,highway,3,0,clear,high,34,high,overspeeding,minor,5,5,0,,0.71,Night,Weekend
217,Mumbai,Maharashtra,19.144416181235023,72.94911927236777,2023-02-25,11:00,11,Wednesday,0,highway,4,0,clear,high,35,high,poor road,minor,2,1,1,,0.33,Morning,Weekday
218,Bangalore,Karnataka,12.91170686328726,77.5274029927928,2024-10-10,02:00,2,Sunday,1,rural,2,1,rain,low,19,low,overspeeding,fatal,2,1,1,,0.98,Night,Weekend
219,Kolkata,West Bengal,22.63018354583992,88.30918665064071,2023-08-05,02:00,2,Sunday,1,urban,4,0,clear,high,25,high,poor road,minor,1,1,0,,0.46,Night,Weekend
220,Delhi,Delhi,28.55807758497376,77.23175523548053,2024-09-24,18:00,18,Sunday,1,highway,2,1,clear,high,33,low,distraction,minor,2,0,0,,0.45,Evening,Weekend
221,Mumbai,Maharashtra,19.039275995415235,72.95705112523498,2023-10-28,01:00,1,Thursday,0,highway,3,0,rain,medium,17,high,distraction,major,1,1,1,,0.76,Night,Weekday
222,Mumbai,Maharashtra,19.06188881064065,72.78247846076229,2022-12-30,04:00,4,Saturday,1,urban,4,0,rain,low,29,high,weather,minor,5,4,1,,0.68,Night,Weekend
223,Chennai,Tamil Nadu,13.069940763893452,80.34401721832891,2023-08-07,05:00,5,Saturday,1,highway,3,1,clear,high,34,high,distraction,minor,2,1,0,,0.5,Morning,Weekend
224,Chennai,Tamil Nadu,13.059032673720486,80.23058241282838,2023-04-12,23:00,23,Saturday,1,urban,3,1,clear,high,35,medium,overspeeding,minor,2,1,1,,0.51,Night,Weekend
225,Kolkata,West Bengal,22.53501117208429,88.38700541143739,2023-10-19,14:00,14,Wednesday,0,urban,2,1,clear,medium,36,medium,distraction,minor,4,4,0,,0.34,Afternoon,Weekday
226,Kolkata,West Bengal,22.570189710321515,88.34841032411755,2024-09-28,15:00,15,Thursday,0,highway,3,1,clear,high,26,medium,drunk driving,major,2,0,0,,0.55,Afternoon,Weekday
227,Hyderabad,Telangana,17.373952207722127,78.43595359562524,2023-05-01,02:00,2,Sunday,1,urban,4,1,clear,high,28,medium,poor road,minor,3,2,1,,0.42,Night,Weekend
228,Bangalore,Karnataka,12.898280001152571,77.55434143475979,2022-01-14,11:00,11,Sunday,1,urban,3,0,clear,medium,35,medium,overspeeding,major,3,1,0,,0.61,Morning,Weekend
229,Chandigarh,Chandigarh,30.7808012978873,76.73045612951105,2024-10-12,10:00,10,Monday,0,urban,1,0,rain,low,38,medium,distraction,major,1,1,0,,0.55,Morning,Weekday
230,Delhi,Delhi,28.55845770092441,77.27672927495396,2024-03-30,07:00,7,Tuesday,0,urban,2,1,clear,high,28,low,overspeeding,fatal,1,1,0,,0.53,Morning,Weekday
231,Chennai,Tamil Nadu,13.031341910259169,80.19574173998528,2022-11-08,05:00,5,Saturday,1,highway,2,0,clear,high,39,medium,overspeeding,minor,4,0,0,,0.46,Morning,Weekend
232,Mumbai,Maharashtra,18.99947282731017,72.88419249989272,2022-07-11,22:00,22,Sunday,1,urban,4,1,rain,low,23,medium,overspeeding,minor,1,1,0,,0.75,Night,Weekend
233,Delhi,Delhi,28.61445235681948,77.16632704117582,2022-11-27,22:00,22,Saturday,1,urban,3,1,clear,medium,23,low,drunk driving,minor,3,2,1,,0.72,Night,Weekend
234,Hyderabad,Telangana,17.382540915589672,78.58279800210933,2024-02-18,07:00,7,Thursday,0,urban,1,0,fog,low,32,low,distraction,minor,2,2,0,,0.45,Morning,Weekday
235,Delhi,Delhi,28.621262383648663,77.19402517447202,2024-05-23,23:00,23,Friday,0,highway,2,0,clear,high,16,high,poor road,minor,3,2,0,,0.48,Night,Weekday
236,Hyderabad,Telangana,17.44837991089177,78.42099117293317,2022-08-14,08:00,8,Monday,0,urban,2,0,clear,high,30,low,poor road,minor,5,4,1,,0.16,Morning,Weekday
237,Chandigarh,Chandigarh,30.68179655878812,76.72849673879266,2022-05-05,20:00,20,Sunday,1,urban,1,1,clear,high,31,medium,distraction,major,1,1,1,,0.5,Evening,Weekend
238,Chennai,Tamil Nadu,13.0189620859446,80.18272768527436,2023-01-03,22:00,22,Monday,0,urban,3,0,rain,medium,26,medium,poor road,minor,1,1,0,,0.48,Night,Weekday
239,Bangalore,Karnataka,12.912430240366444,77.64743866774019,2024-09-20,22:00,22,Saturday,1,highway,3,0,clear,high,29,high,drunk driving,fatal,1,1,0,,0.95,Night,Weekend
240,Hyderabad,Telangana,17.29480807498503,78.45784117829658,2023-10-26,18:00,18,Monday,0,urban,3,0,clear,high,20,medium,drunk driving,minor,4,4,1,,0.49,Evening,Weekday
241,Kolkata,West Bengal,22.5744438804699,88.45575086938115,2023-01-06,02:00,2,Friday,0,urban,2,0,clear,high,26,medium,overspeeding,minor,4,2,0,,0.52,Night,Weekday
242,Kolkata,West Bengal,22.65497174376514,88.45310059290242,2023-05-04,02:00,2,Saturday,1,urban,2,0,clear,medium,40,high,distraction,minor,4,2,0,,0.65,Night,Weekend
243,Mumbai,Maharashtra,19.00854630351499,72.78837360156396,2022-12-18,20:00,20,Thursday,0,urban,2,0,clear,high,40,low,distraction,minor,4,0,1,,0.38,Evening,Weekday
244,Bangalore,Karnataka,12.907758714772028,77.52041966219151,2024-08-13,07:00,7,Wednesday,0,highway,2,0,clear,high,20,high,distraction,minor,2,1,0,,0.42,Morning,Weekday
245,Bangalore,Karnataka,12.925884755259556,77.54944270546108,2022-06-29,21:00,21,Saturday,1,urban,2,0,fog,low,28,high,distraction,major,4,2,0,,0.82,Night,Weekend
246,Delhi,Delhi,28.708078679396053,77.24779898173698,2024-08-04,19:00,19,Thursday,0,urban,2,1,clear,high,23,low,overspeeding,major,2,1,0,,0.53,Evening,Weekday
247,Hyderabad,Telangana,17.34493741329907,78.55289299977179,2022-02-27,03:00,3,Wednesday,0,rural,1,0,clear,high,26,high,drunk driving,minor,2,0,0,,0.72,Night,Weekday
248,Delhi,Delhi,28.56673049366348,77.3083746297372,2023-12-01,21:00,21,Monday,0,urban,3,0,fog,low,35,low,poor road,major,5,3,1,,0.67,Night,Weekday
249,Bangalore,Karnataka,12.99055512170995,77.5365760732026,2022-11-22,05:00,5,Saturday,1,urban,4,0,clear,high,15,high,drunk driving,minor,1,1,0,,0.51,Morning,Weekend
250,Mumbai,Maharashtra,19.003479995846963,72.81119169633968,2024-12-20,08:00,8,Monday,0,highway,2,0,clear,high,30,high,overspeeding,minor,3,2,0,,0.49,Morning,Weekday
251,Kolkata,West Bengal,22.596071629837816,88.28869781533704,2024-12-22,05:00,5,Friday,0,urban,1,1,fog,low,24,medium,drunk driving,minor,5,0,0,,0.64,Morning,Weekday
252,Delhi,Delhi,28.677873611735585,77.275197517672,2022-12-30,18:00,18,Saturday,1,urban,3,0,clear,high,28,low,poor road,minor,2,1,0,,0.34,Evening,Weekend
253,Bangalore,Karnataka,12.954882688849803,77.50729331060893,2024-04-27,20:00,20,Sunday,1,highway,3,0,rain,medium,37,high,overspeeding,minor,5,3,0,,0.78,Evening,Weekend
254,Bangalore,Karnataka,12.934446826331918,77.55749308197237,2023-10-20,04:00,4,Monday,0,urban,2,0,rain,low,37,medium,distraction,minor,5,0,0,,0.6,Night,Weekday
255,Kolkata,West Bengal,22.56913070596345,88.27189799574711,2022-01-01,17:00,17,Monday,0,urban,2,0,clear,high,29,high,distraction,minor,5,5,0,,0.42,Evening,Weekday
256,Bangalore,Karnataka,12.885336840481202,77.55737410974777,2023-05-21,05:00,5,Saturday,1,urban,3,0,rain,low,40,high,poor road,major,1,1,1,,0.67,Morning,Weekend
257,Kolkata,West Bengal,22.509738363236146,88.44883330618964,2022-05-16,03:00,3,Sunday,1,urban,4,0,clear,high,26,high,distraction,major,5,4,0,,0.68,Night,Weekend
258,Delhi,Delhi,28.527852345069707,77.11078257859961,2024-07-11,23:00,23,Thursday,0,urban,2,0,clear,medium,21,medium,distraction,minor,5,5,0,,0.51,Night,Weekday
259,Delhi,Delhi,28.579657707525925,77.21893023928449,2022-06-16,20:00,20,Sunday,1,highway,2,0,clear,high,34,high,drunk driving,minor,3,3,0,,0.74,Evening,Weekend
260,Pune,Maharashtra,18.508731275335283,73.9399286627084,2023-03-23,03:00,3,Sunday,1,highway,2,1,rain,medium,31,high,overspeeding,minor,4,3,0,,0.78,Night,Weekend
261,Mumbai,Maharashtra,19.00015043809797,72.93599181986272,2022-07-04,12:00,12,Thursday,0,highway,1,0,rain,low,25,medium,drunk driving,major,1,0,0,,0.69,Afternoon,Weekday
262,Hyderabad,Telangana,17.30811765045841,78.58529439227694,2022-05-26,07:00,7,Sunday,1,urban,2,0,rain,low,30,high,overspeeding,minor,4,4,0,,0.68,Morning,Weekend
263,Delhi,Delhi,28.692382426651864,77.16924744607806,2024-02-24,04:00,4,Friday,0,urban,4,1,clear,high,21,high,poor road,minor,4,2,1,,0.45,Night,Weekday
264,Delhi,Delhi,28.57828342982943,77.24960449452561,2024-09-07,03:00,3,Sunday,1,urban,4,1,clear,high,20,high,overspeeding,minor,5,1,0,,0.67,Night,Weekend
265,Pune,Maharashtra,18.53429445572434,73.90567550127221,2023-11-27,00:00,0,Friday,0,urban,1,1,fog,low,25,medium,distraction,fatal,4,4,0,,0.77,Night,Weekday
266,Bangalore,Karnataka,12.898605202587015,77.64594053583892,2024-10-15,20:00,20,Thursday,0,urban,1,0,clear,high,30,low,overspeeding,fatal,3,3,0,,0.63,Evening,Weekday
267,Delhi,Delhi,28.637716087353898,77.29264537805922,2023-03-20,22:00,22,Saturday,1,urban,2,1,clear,medium,31,medium,overspeeding,minor,4,2,0,,0.61,Night,Weekend
268,Bangalore,Karnataka,13.025119883727454,77.55452720156902,2025-02-12,22:00,22,Friday,0,urban,2,0,clear,high,34,low,drunk driving,fatal,3,3,1,,0.69,Night,Weekday
269,Bangalore,Karnataka,12.939643068440114,77.51444778749232,2025-01-04,01:00,1,Friday,0,highway,3,0,clear,high,16,medium,drunk driving,minor,3,3,1,,0.6,Night,Weekday
270,Hyderabad,Telangana,17.420467273801176,78.49090385375409,2024-07-23,02:00,2,Sunday,1,urban,3,0,clear,high,35,medium,weather,minor,3,3,0,,0.39,Night,Weekend
271,Mumbai,Maharashtra,19.012852800471823,72.93570992353928,2023-03-17,01:00,1,Saturday,1,urban,2,0,clear,high,32,high,overspeeding,major,4,4,0,,0.69,Night,Weekend
272,Kolkata,West Bengal,22.49467794437198,88.2827288516099,2022-06-01,22:00,22,Thursday,0,urban,4,0,clear,medium,24,low,overspeeding,major,4,2,0,,0.73,Night,Weekday
273,Bangalore,Karnataka,13.055467358424092,77.51033094919939,2024-04-08,23:00,23,Friday,0,highway,1,0,clear,high,32,medium,poor road,minor,2,1,0,,0.42,Night,Weekday
274,Chennai,Tamil Nadu,13.072941387912005,80.18652927170801,2023-04-12,00:00,0,Sunday,1,highway,2,1,rain,low,29,medium,poor road,minor,2,2,1,,0.67,Night,Weekend
275,Delhi,Delhi,28.607780806887085,77.18104873952738,2023-12-06,19:00,19,Friday,0,highway,2,1,fog,low,30,medium,distraction,major,5,3,0,,0.67,Evening,Weekday
